Order_ID,Customer_ID,Products,Order_Date,Order_Status,Shipping_Method,Payment_Method,Total_Price
ORDT56042,CSTM376,"ETWS875 (x3, Rp39000); ETWS519 (x3, Rp309000); ETWS416 (x2, Rp616550)",2025-01-13,Selesai,SiCepat,DANA,2277100
ORDT68986,CSTM847,"ETWS408 (x2, Rp164500)",2025-01-29,Selesai,J&T,Transfer Bank - BRI,329000
ORDT73850,CSTM290,"ETWS273 (x2, Rp499000)",2024-04-22,Selesai,J&T,Transfer Bank - BNI,998000
ORDT34201,CSTM951,"ETWS115 (x2, Rp569050); ETWS447 (x1, Rp312550); ETWS394 (x1, Rp160550)",2024-05-05,Selesai,J&T,Transfer Bank - BNI,1611200
ORDT54129,CSTM170,"ETWS145 (x3, Rp399000)",2024-05-02,Selesai,JNE,Transfer Bank - BCA,1197000
ORDT12007,CSTM849,"ETWS281 (x1, Rp119600); ETWS997 (x1, Rp272300)",2024-08-22,Selesai,SiCepat,GoPay,391900
ORDT92626,CSTM422,"ETWS459 (x2, Rp171600); ETWS943 (x3, Rp692550); ETWS966 (x3, Rp209500)",2024-03-04,Selesai,JNE,Transfer Bank - BCA,3049350
ORDT15432,CSTM219,"ETWS110 (x3, Rp129000); ETWS401 (x3, Rp551080); ETWS061 (x3, Rp199000)",2024-03-11,Selesai,SiCepat,GoPay,2637240
ORDT38616,CSTM608,"ETWS225 (x1, Rp399000); ETWS001 (x3, Rp299000)",2024-02-12,Selesai,SiCepat,DANA,1296000
ORDT91353,CSTM052,"ETWS440 (x1, Rp502550); ETWS682 (x1, Rp279000); ETWS993 (x1, Rp464550)",2024-07-05,Selesai,JNE,GoPay,1246100
ORDT25060,CSTM066,"ETWS958 (x3, Rp156750); ETWS997 (x1, Rp272300)",2024-07-03,Selesai,SiCepat,GoPay,742550
ORDT71770,CSTM724,"ETWS115 (x1, Rp569050)",2024-06-24,Selesai,J&T,Transfer Bank - BNI,569050
ORDT06576,CSTM236,"ETWS630 (x1, Rp199200); ETWS671 (x1, Rp74500)",2024-12-08,Selesai,J&T,DANA,273700
ORDT68443,CSTM454,"ETWS940 (x2, Rp164500)",2024-09-01,Selesai,SiCepat,DANA,329000
ORDT32336,CSTM268,"ETWS989 (x1, Rp459000); ETWS534 (x3, Rp493050); ETWS542 (x1, Rp499000)",2024-06-11,Selesai,J&T,OVO,2437150
ORDT15433,CSTM117,"ETWS125 (x2, Rp692550)",2024-09-07,Selesai,J&T,COD,1385100
ORDT34114,CSTM326,"ETWS966 (x2, Rp209500); ETWS812 (x3, Rp449000)",2024-04-28,Selesai,J&T,COD,1766000
ORDT22487,CSTM864,"ETWS048 (x2, Rp249000)",2024-03-20,Selesai,SiCepat,GoPay,498000
ORDT45466,CSTM292,"ETWS172 (x2, Rp699000); ETWS947 (x1, Rp75050)",2024-01-14,Selesai,JNE,DANA,1473050
ORDT52789,CSTM134,"ETWS937 (x1, Rp499000)",2024-01-11,Selesai,SiCepat,Transfer Bank - Mandiri,499000
ORDT81910,CSTM747,"ETWS519 (x3, Rp309000); ETWS966 (x1, Rp209500)",2024-03-29,Selesai,JNE,GoPay,1136500
ORDT99993,CSTM067,"ETWS188 (x2, Rp144500); ETWS880 (x3, Rp272300); ETWS148 (x1, Rp94050)",2024-07-12,Selesai,SiCepat,OVO,1199950
ORDT84196,CSTM357,"ETWS412 (x3, Rp151050)",2024-05-17,Selesai,SiCepat,COD,453150
ORDT55573,CSTM035,"ETWS013 (x2, Rp429000)",2024-10-30,Selesai,J&T,Transfer Bank - BCA,858000
ORDT99948,CSTM529,"ETWS408 (x1, Rp164500); ETWS573 (x3, Rp209300); ETWS111 (x2, Rp479000)",2024-06-26,Selesai,SiCepat,DANA,1750400
ORDT88440,CSTM241,"ETWS671 (x2, Rp74500); ETWS534 (x2, Rp493050)",2024-12-09,Selesai,SiCepat,Transfer Bank - BNI,1135100
ORDT50206,CSTM751,"ETWS175 (x3, Rp399000); ETWS811 (x1, Rp289000)",2024-09-04,Selesai,J&T,Transfer Bank - Mandiri,1486000
ORDT23138,CSTM823,"ETWS221 (x3, Rp729000); ETWS148 (x2, Rp94050); ETWS915 (x1, Rp399000)",2024-03-21,Selesai,J&T,DANA,2774100
ORDT73419,CSTM872,"ETWS943 (x1, Rp692550)",2024-10-27,Selesai,J&T,Transfer Bank - BRI,692550
ORDT54506,CSTM139,"ETWS229 (x3, Rp499000); ETWS744 (x2, Rp467100)",2024-10-17,Selesai,JNE,GoPay,2431200
ORDT14781,CSTM545,"ETWS875 (x1, Rp39000); ETWS401 (x2, Rp551080); ETWS172 (x1, Rp699000)",2024-10-28,Selesai,J&T,Transfer Bank - BRI,1840160
ORDT66774,CSTM092,"ETWS630 (x2, Rp199200); ETWS440 (x1, Rp502550)",2024-03-07,Selesai,J&T,Transfer Bank - BNI,900950
ORDT35400,CSTM039,"ETWS505 (x1, Rp399000); ETWS148 (x3, Rp94050)",2024-04-25,Selesai,SiCepat,OVO,681150
ORDT42916,CSTM063,"ETWS915 (x2, Rp399000); ETWS745 (x1, Rp399000)",2024-11-10,Selesai,J&T,GoPay,1197000
ORDT31725,CSTM772,"ETWS522 (x3, Rp129150); ETWS401 (x3, Rp551080)",2024-10-13,Selesai,JNE,Transfer Bank - BNI,2040690
ORDT39773,CSTM064,"ETWS708 (x1, Rp391200)",2024-02-26,Selesai,JNE,COD,391200
ORDT15817,CSTM664,"ETWS839 (x2, Rp249000)",2024-09-02,Selesai,JNE,Transfer Bank - BCA,498000
ORDT57591,CSTM604,"ETWS061 (x3, Rp199000); ETWS486 (x1, Rp109000); ETWS576 (x3, Rp464550)",2024-08-28,Selesai,J&T,Transfer Bank - BNI,2099650
ORDT68673,CSTM427,"ETWS212 (x2, Rp199500); ETWS835 (x3, Rp170050)",2024-02-04,Selesai,JNE,Transfer Bank - BRI,909150
ORDT89740,CSTM926,"ETWS755 (x1, Rp129000); ETWS125 (x1, Rp692550)",2024-09-08,Selesai,J&T,Transfer Bank - Mandiri,821550
ORDT59102,CSTM901,"ETWS626 (x3, Rp160000); ETWS486 (x2, Rp109000); ETWS221 (x1, Rp729000)",2024-01-24,Selesai,J&T,Transfer Bank - BCA,1427000
ORDT72029,CSTM195,"ETWS212 (x1, Rp199500); ETWS745 (x1, Rp399000)",2024-03-20,Selesai,JNE,GoPay,598500
ORDT41655,CSTM485,"ETWS175 (x3, Rp399000); ETWS408 (x2, Rp164500)",2024-02-03,Selesai,SiCepat,Transfer Bank - Mandiri,1526000
ORDT91154,CSTM565,"ETWS115 (x2, Rp569050); ETWS697 (x1, Rp399200); ETWS061 (x1, Rp199000)",2024-06-04,Selesai,SiCepat,COD,1736300
ORDT64420,CSTM957,"ETWS450 (x2, Rp39000)",2024-11-14,Selesai,JNE,Transfer Bank - BNI,78000
ORDT93270,CSTM548,"ETWS491 (x2, Rp75050)",2025-02-25,Pending,SiCepat,OVO,150100
ORDT64989,CSTM065,"ETWS396 (x3, Rp249000); ETWS595 (x2, Rp449000)",2024-03-31,Selesai,JNE,GoPay,1645000
ORDT21375,CSTM028,"ETWS491 (x2, Rp75050); ETWS519 (x3, Rp309000); ETWS544 (x2, Rp141550)",2024-01-24,Selesai,J&T,Transfer Bank - BCA,1360200
ORDT20603,CSTM656,"ETWS145 (x1, Rp399000); ETWS402 (x1, Rp181300)",2024-05-07,Selesai,JNE,Transfer Bank - BNI,580300
ORDT94731,CSTM792,"ETWS408 (x1, Rp164500)",2024-04-06,Selesai,J&T,GoPay,164500
ORDT49084,CSTM982,"ETWS115 (x2, Rp569050); ETWS744 (x2, Rp467100)",2025-02-21,Dikirim,J&T,Transfer Bank - BCA,2072300
ORDT89585,CSTM685,"ETWS708 (x3, Rp391200); ETWS425 (x2, Rp302680)",2025-02-25,Pending,SiCepat,COD,1778960
ORDT60004,CSTM533,"ETWS905 (x3, Rp170050)",2024-12-24,Selesai,JNE,DANA,510150
ORDT33079,CSTM895,"ETWS189 (x2, Rp505080); ETWS402 (x1, Rp181300); ETWS966 (x3, Rp209500)",2024-01-29,Selesai,SiCepat,Transfer Bank - BCA,1819960
ORDT81244,CSTM145,"ETWS021 (x1, Rp227050); ETWS212 (x1, Rp199500)",2025-01-22,Selesai,SiCepat,GoPay,426550
ORDT64833,CSTM916,"ETWS221 (x2, Rp729000); ETWS085 (x3, Rp349000); ETWS111 (x1, Rp479000)",2025-02-17,Dikirim,J&T,Transfer Bank - Mandiri,2984000
ORDT38253,CSTM425,"ETWS671 (x2, Rp74500); ETWS812 (x2, Rp449000); ETWS021 (x1, Rp227050)",2024-02-13,Selesai,SiCepat,DANA,1274050
ORDT11200,CSTM392,"ETWS416 (x1, Rp616550); ETWS212 (x1, Rp199500); ETWS905 (x1, Rp170050)",2024-10-05,Selesai,JNE,GoPay,986100
ORDT19535,CSTM252,"ETWS188 (x2, Rp144500); ETWS506 (x1, Rp399000); ETWS753 (x1, Rp245000)",2024-02-14,Selesai,JNE,OVO,933000
ORDT21772,CSTM967,"ETWS259 (x1, Rp249000); ETWS940 (x2, Rp164500); ETWS194 (x2, Rp5000)",2024-04-05,Selesai,SiCepat,COD,588000
ORDT98033,CSTM480,"ETWS174 (x2, Rp209300)",2024-08-02,Selesai,SiCepat,Transfer Bank - Mandiri,418600
ORDT57605,CSTM526,"ETWS399 (x1, Rp49000); ETWS745 (x1, Rp399000); ETWS915 (x3, Rp399000)",2024-03-12,Selesai,J&T,Transfer Bank - BRI,1645000
ORDT43426,CSTM575,"ETWS506 (x1, Rp399000); ETWS231 (x3, Rp159500); ETWS875 (x2, Rp39000)",2025-02-15,Dikirim,J&T,GoPay,955500
ORDT09054,CSTM801,"ETWS630 (x3, Rp199200); ETWS493 (x1, Rp279000); ETWS745 (x3, Rp399000)",2024-04-02,Selesai,J&T,DANA,2073600
ORDT00974,CSTM280,"ETWS519 (x1, Rp309000)",2024-04-07,Selesai,JNE,Transfer Bank - Mandiri,309000
ORDT90172,CSTM046,"ETWS023 (x3, Rp275080)",2024-08-02,Selesai,J&T,OVO,825240
ORDT53423,CSTM238,"ETWS544 (x2, Rp141550); ETWS125 (x2, Rp692550)",2024-04-21,Selesai,JNE,COD,1668200
ORDT09565,CSTM554,"ETWS668 (x1, Rp445550)",2024-07-27,Selesai,JNE,GoPay,445550
ORDT21518,CSTM671,"ETWS425 (x1, Rp302680)",2024-09-26,Selesai,J&T,OVO,302680
ORDT45136,CSTM244,"ETWS231 (x2, Rp159500); ETWS359 (x1, Rp144000); ETWS261 (x1, Rp85000)",2024-07-05,Selesai,J&T,Transfer Bank - Mandiri,548000
ORDT21618,CSTM961,"ETWS174 (x2, Rp209300); ETWS905 (x3, Rp170050); ETWS231 (x3, Rp159500)",2024-05-01,Selesai,J&T,Transfer Bank - Mandiri,1407250
ORDT50660,CSTM572,"ETWS733 (x3, Rp426550); ETWS258 (x3, Rp426550)",2024-05-23,Selesai,JNE,Transfer Bank - BNI,2559300
ORDT49889,CSTM962,"ETWS117 (x3, Rp129000); ETWS697 (x2, Rp399200); ETWS486 (x3, Rp109000)",2024-12-22,Selesai,SiCepat,GoPay,1512400
ORDT40548,CSTM802,"ETWS697 (x1, Rp399200); ETWS111 (x3, Rp479000); ETWS396 (x1, Rp249000)",2024-10-18,Selesai,J&T,Transfer Bank - BCA,2085200
ORDT01497,CSTM023,"ETWS189 (x1, Rp505080); ETWS261 (x1, Rp85000); ETWS733 (x1, Rp426550)",2024-06-04,Selesai,J&T,COD,1016630
ORDT35992,CSTM100,"ETWS023 (x2, Rp275080)",2024-12-17,Selesai,J&T,Transfer Bank - BCA,550160
ORDT48298,CSTM272,"ETWS937 (x2, Rp499000); ETWS261 (x2, Rp85000); ETWS399 (x3, Rp49000)",2024-01-16,Selesai,J&T,COD,1315000
ORDT89029,CSTM438,"ETWS013 (x3, Rp429000)",2024-12-28,Selesai,SiCepat,COD,1287000
ORDT29231,CSTM658,"ETWS542 (x2, Rp499000)",2024-06-19,Selesai,SiCepat,GoPay,998000
ORDT32004,CSTM420,"ETWS708 (x1, Rp391200)",2025-01-17,Selesai,J&T,COD,391200
ORDT63983,CSTM099,"ETWS408 (x1, Rp164500); ETWS402 (x2, Rp181300)",2024-09-16,Selesai,J&T,OVO,527100
ORDT91322,CSTM102,"ETWS875 (x2, Rp39000); ETWS697 (x1, Rp399200); ETWS117 (x3, Rp129000)",2024-01-06,Selesai,SiCepat,Transfer Bank - BNI,864200
ORDT93585,CSTM215,"ETWS187 (x2, Rp219000)",2025-02-11,Selesai,SiCepat,Transfer Bank - BCA,438000
ORDT87861,CSTM659,"ETWS486 (x3, Rp109000); ETWS212 (x1, Rp199500)",2024-11-07,Selesai,JNE,GoPay,526500
ORDT11060,CSTM749,"ETWS844 (x1, Rp39000); ETWS668 (x2, Rp445550); ETWS522 (x1, Rp129150)",2024-05-18,Selesai,JNE,Transfer Bank - Mandiri,1059250
ORDT23624,CSTM120,"ETWS229 (x2, Rp499000); ETWS595 (x1, Rp449000); ETWS174 (x1, Rp209300)",2024-08-03,Selesai,JNE,COD,1656300
ORDT17969,CSTM057,"ETWS265 (x2, Rp104500); ETWS671 (x1, Rp74500); ETWS450 (x2, Rp39000)",2024-04-03,Selesai,JNE,GoPay,361500
ORDT02072,CSTM635,"ETWS733 (x3, Rp426550); ETWS595 (x3, Rp449000)",2024-11-09,Selesai,J&T,DANA,2626650
ORDT39349,CSTM829,"ETWS145 (x2, Rp399000); ETWS061 (x1, Rp199000); ETWS626 (x3, Rp160000)",2024-05-17,Selesai,J&T,Transfer Bank - BCA,1477000
ORDT32455,CSTM820,"ETWS145 (x1, Rp399000); ETWS753 (x2, Rp245000); ETWS880 (x1, Rp272300)",2025-02-17,Dikirim,JNE,GoPay,1161300
ORDT83602,CSTM650,"ETWS212 (x1, Rp199500)",2025-01-18,Selesai,JNE,DANA,199500
ORDT22109,CSTM610,"ETWS111 (x3, Rp479000); ETWS408 (x1, Rp164500); ETWS745 (x3, Rp399000)",2024-04-18,Selesai,SiCepat,DANA,2798500
ORDT15002,CSTM383,"ETWS534 (x1, Rp493050)",2024-03-28,Selesai,J&T,Transfer Bank - Mandiri,493050
ORDT31537,CSTM988,"ETWS189 (x1, Rp505080); ETWS425 (x1, Rp302680); ETWS839 (x2, Rp249000)",2024-04-29,Selesai,J&T,Transfer Bank - Mandiri,1305760
ORDT07628,CSTM887,"ETWS880 (x2, Rp272300)",2024-11-29,Selesai,J&T,Transfer Bank - BCA,544600
ORDT95638,CSTM618,"ETWS811 (x3, Rp289000); ETWS110 (x1, Rp129000)",2024-08-17,Selesai,SiCepat,DANA,996000
ORDT17308,CSTM782,"ETWS835 (x1, Rp170050); ETWS110 (x2, Rp129000); ETWS125 (x1, Rp692550)",2024-01-11,Selesai,J&T,DANA,1120600
ORDT08037,CSTM964,"ETWS753 (x1, Rp245000)",2024-08-06,Selesai,J&T,OVO,245000
ORDT54658,CSTM208,"ETWS189 (x2, Rp505080); ETWS812 (x2, Rp449000); ETWS110 (x3, Rp129000)",2025-02-04,Selesai,SiCepat,GoPay,2295160
ORDT91566,CSTM902,"ETWS534 (x1, Rp493050)",2024-08-13,Selesai,SiCepat,Transfer Bank - Mandiri,493050
ORDT59992,CSTM680,"ETWS875 (x2, Rp39000)",2024-01-29,Selesai,SiCepat,OVO,78000
ORDT07389,CSTM391,"ETWS416 (x1, Rp616550)",2024-12-24,Selesai,SiCepat,DANA,616550
ORDT51507,CSTM839,"ETWS839 (x1, Rp249000)",2024-04-19,Selesai,J&T,GoPay,249000
ORDT44836,CSTM179,"ETWS905 (x1, Rp170050); ETWS110 (x3, Rp129000); ETWS835 (x1, Rp170050)",2024-01-24,Selesai,JNE,COD,727100
ORDT61381,CSTM423,"ETWS844 (x2, Rp39000); ETWS993 (x1, Rp464550)",2025-01-26,Selesai,J&T,Transfer Bank - BCA,542550
ORDT29590,CSTM361,"ETWS145 (x3, Rp399000); ETWS084 (x3, Rp174500); ETWS940 (x3, Rp164500)",2024-03-17,Selesai,JNE,COD,2214000
ORDT47245,CSTM719,"ETWS735 (x2, Rp275000); ETWS752 (x2, Rp551080)",2024-08-07,Selesai,JNE,Transfer Bank - Mandiri,1652160
ORDT12133,CSTM558,"ETWS845 (x1, Rp239600); ETWS947 (x3, Rp75050); ETWS844 (x3, Rp39000)",2024-05-22,Selesai,J&T,COD,581750
ORDT65632,CSTM458,"ETWS745 (x3, Rp399000); ETWS148 (x3, Rp94050)",2025-02-23,Dikirim,SiCepat,Transfer Bank - BCA,1479150
ORDT71836,CSTM428,"ETWS265 (x1, Rp104500)",2024-12-22,Selesai,J&T,Transfer Bank - Mandiri,104500
ORDT03869,CSTM332,"ETWS334 (x2, Rp616550)",2024-09-15,Selesai,JNE,Transfer Bank - BRI,1233100
ORDT31336,CSTM283,"ETWS958 (x2, Rp156750); ETWS194 (x3, Rp5000)",2024-07-24,Selesai,SiCepat,Transfer Bank - BRI,328500
ORDT91789,CSTM868,"ETWS993 (x3, Rp464550); ETWS633 (x1, Rp129000); ETWS259 (x2, Rp249000)",2024-06-26,Selesai,SiCepat,COD,2020650
ORDT12355,CSTM451,"ETWS966 (x1, Rp209500)",2024-09-04,Selesai,JNE,Transfer Bank - BNI,209500
ORDT99045,CSTM928,"ETWS915 (x2, Rp399000); ETWS708 (x1, Rp391200); ETWS043 (x2, Rp179000)",2024-04-24,Selesai,JNE,Transfer Bank - Mandiri,1547200
ORDT41184,CSTM364,"ETWS630 (x1, Rp199200); ETWS450 (x2, Rp39000); ETWS273 (x1, Rp499000)",2024-04-10,Selesai,JNE,DANA,776200
ORDT35205,CSTM212,"ETWS043 (x2, Rp179000); ETWS708 (x1, Rp391200); ETWS412 (x2, Rp151050)",2024-09-13,Selesai,SiCepat,DANA,1051300
ORDT31818,CSTM178,"ETWS844 (x1, Rp39000)",2024-07-12,Selesai,JNE,COD,39000
ORDT36080,CSTM461,"ETWS043 (x1, Rp179000); ETWS844 (x1, Rp39000)",2024-10-20,Selesai,J&T,Transfer Bank - Mandiri,218000
ORDT46225,CSTM826,"ETWS029 (x3, Rp239000); ETWS880 (x1, Rp272300)",2024-01-01,Selesai,J&T,Transfer Bank - BNI,989300
ORDT09785,CSTM892,"ETWS753 (x3, Rp245000); ETWS810 (x3, Rp209000)",2024-04-29,Selesai,SiCepat,Transfer Bank - BRI,1362000
ORDT47434,CSTM622,"ETWS915 (x3, Rp399000); ETWS110 (x2, Rp129000)",2025-02-15,Dikirim,J&T,OVO,1455000
ORDT53893,CSTM374,"ETWS425 (x1, Rp302680); ETWS852 (x1, Rp329000)",2024-08-01,Selesai,J&T,Transfer Bank - BNI,631680
ORDT15118,CSTM762,"ETWS259 (x3, Rp249000)",2024-05-02,Selesai,SiCepat,DANA,747000
ORDT19913,CSTM569,"ETWS811 (x2, Rp289000); ETWS265 (x1, Rp104500)",2024-07-27,Selesai,JNE,Transfer Bank - BCA,682500
ORDT45930,CSTM921,"ETWS013 (x3, Rp429000)",2024-01-01,Selesai,J&T,Transfer Bank - BCA,1287000
ORDT46221,CSTM227,"ETWS845 (x1, Rp239600); ETWS231 (x3, Rp159500)",2024-10-01,Selesai,SiCepat,Transfer Bank - Mandiri,718100
ORDT57241,CSTM535,"ETWS874 (x3, Rp85000); ETWS993 (x1, Rp464550)",2024-07-09,Selesai,J&T,COD,719550
ORDT06904,CSTM158,"ETWS534 (x1, Rp493050)",2024-10-10,Selesai,SiCepat,Transfer Bank - BCA,493050
ORDT00799,CSTM271,"ETWS175 (x3, Rp399000); ETWS506 (x3, Rp399000)",2025-02-03,Selesai,J&T,COD,2394000
ORDT76817,CSTM133,"ETWS412 (x1, Rp151050)",2024-06-08,Selesai,J&T,Transfer Bank - BCA,151050
ORDT64652,CSTM889,"ETWS633 (x3, Rp129000); ETWS261 (x3, Rp85000)",2024-08-21,Selesai,SiCepat,GoPay,642000
ORDT32168,CSTM340,"ETWS273 (x2, Rp499000); ETWS735 (x2, Rp275000)",2024-11-01,Selesai,J&T,GoPay,1548000
ORDT76494,CSTM918,"ETWS943 (x3, Rp692550)",2024-09-03,Selesai,JNE,OVO,2077650
ORDT52773,CSTM970,"ETWS671 (x1, Rp74500); ETWS110 (x2, Rp129000)",2025-02-16,Dikirim,JNE,Transfer Bank - BRI,332500
ORDT88071,CSTM778,"ETWS212 (x1, Rp199500); ETWS576 (x2, Rp464550); ETWS145 (x1, Rp399000)",2024-01-08,Selesai,SiCepat,OVO,1527600
ORDT59504,CSTM352,"ETWS231 (x1, Rp159500); ETWS549 (x1, Rp208050)",2024-09-28,Selesai,J&T,DANA,367550
ORDT92090,CSTM024,"ETWS671 (x3, Rp74500); ETWS877 (x1, Rp104500); ETWS626 (x1, Rp160000)",2024-08-25,Selesai,SiCepat,COD,488000
ORDT47805,CSTM384,"ETWS273 (x3, Rp499000); ETWS110 (x3, Rp129000)",2024-04-14,Selesai,SiCepat,GoPay,1884000
ORDT33487,CSTM869,"ETWS221 (x2, Rp729000); ETWS811 (x3, Rp289000); ETWS486 (x2, Rp109000)",2024-04-27,Selesai,J&T,DANA,2543000
ORDT36424,CSTM645,"ETWS334 (x2, Rp616550)",2024-01-23,Selesai,J&T,OVO,1233100
ORDT36655,CSTM640,"ETWS735 (x2, Rp275000)",2024-09-28,Selesai,JNE,GoPay,550000
ORDT37204,CSTM497,"ETWS486 (x1, Rp109000); ETWS258 (x2, Rp426550); ETWS123 (x3, Rp149000)",2024-03-11,Selesai,SiCepat,Transfer Bank - BRI,1409100
ORDT02490,CSTM871,"ETWS875 (x3, Rp39000); ETWS225 (x2, Rp399000)",2024-08-17,Selesai,SiCepat,Transfer Bank - BCA,915000
ORDT31465,CSTM527,"ETWS001 (x2, Rp299000); ETWS915 (x2, Rp399000)",2024-12-14,Selesai,JNE,Transfer Bank - Mandiri,1396000
ORDT21112,CSTM379,"ETWS877 (x3, Rp104500); ETWS947 (x3, Rp75050); ETWS626 (x3, Rp160000)",2024-03-02,Selesai,SiCepat,OVO,1018650
ORDT74826,CSTM697,"ETWS084 (x2, Rp174500); ETWS522 (x2, Rp129150)",2024-09-30,Selesai,JNE,DANA,607300
ORDT49165,CSTM824,"ETWS733 (x1, Rp426550); ETWS958 (x1, Rp156750)",2024-02-15,Selesai,J&T,GoPay,583300
ORDT42227,CSTM443,"ETWS915 (x1, Rp399000)",2024-03-21,Selesai,SiCepat,Transfer Bank - Mandiri,399000
ORDT24473,CSTM999,"ETWS997 (x1, Rp272300)",2024-12-05,Selesai,JNE,GoPay,272300
ORDT54910,CSTM191,"ETWS595 (x1, Rp449000)",2024-09-11,Selesai,J&T,COD,449000
ORDT91163,CSTM678,"ETWS745 (x3, Rp399000); ETWS534 (x2, Rp493050); ETWS194 (x2, Rp5000)",2024-11-16,Selesai,SiCepat,Transfer Bank - BRI,2193100
ORDT48243,CSTM297,"ETWS671 (x1, Rp74500); ETWS752 (x2, Rp551080)",2024-07-07,Selesai,SiCepat,Transfer Bank - Mandiri,1176660
ORDT11660,CSTM382,"ETWS735 (x2, Rp275000); ETWS084 (x1, Rp174500)",2025-02-09,Selesai,JNE,OVO,724500
ORDT46612,CSTM424,"ETWS595 (x2, Rp449000); ETWS229 (x2, Rp499000); ETWS626 (x3, Rp160000)",2024-03-01,Selesai,J&T,Transfer Bank - BRI,2376000
ORDT35023,CSTM613,"ETWS997 (x3, Rp272300)",2024-11-16,Selesai,SiCepat,Transfer Bank - BNI,816900
ORDT25208,CSTM590,"ETWS943 (x1, Rp692550); ETWS752 (x2, Rp551080); ETWS595 (x1, Rp449000)",2024-01-31,Selesai,JNE,GoPay,2243710
ORDT75326,CSTM322,"ETWS505 (x2, Rp399000); ETWS221 (x3, Rp729000)",2025-01-07,Selesai,SiCepat,Transfer Bank - BCA,2985000
ORDT78506,CSTM985,"ETWS416 (x3, Rp616550); ETWS334 (x3, Rp616550)",2024-11-05,Selesai,J&T,Transfer Bank - BRI,3699300
ORDT24276,CSTM654,"ETWS940 (x2, Rp164500); ETWS671 (x1, Rp74500)",2024-01-08,Selesai,SiCepat,OVO,403500
ORDT07247,CSTM614,"ETWS221 (x1, Rp729000); ETWS225 (x2, Rp399000); ETWS125 (x2, Rp692550)",2024-11-25,Selesai,J&T,Transfer Bank - BRI,2912100
ORDT05783,CSTM660,"ETWS231 (x3, Rp159500); ETWS229 (x1, Rp499000)",2024-04-14,Selesai,J&T,OVO,977500
ORDT87999,CSTM935,"ETWS753 (x2, Rp245000); ETWS084 (x1, Rp174500)",2024-07-24,Selesai,SiCepat,GoPay,664500
ORDT54267,CSTM981,"ETWS221 (x1, Rp729000); ETWS061 (x2, Rp199000)",2024-04-22,Selesai,J&T,Transfer Bank - BRI,1127000
ORDT04107,CSTM688,"ETWS522 (x2, Rp129150)",2024-05-25,Selesai,JNE,COD,258300
ORDT96429,CSTM466,"ETWS966 (x1, Rp209500)",2024-01-14,Selesai,JNE,Transfer Bank - BRI,209500
ORDT14386,CSTM522,"ETWS148 (x3, Rp94050); ETWS425 (x2, Rp302680)",2025-01-23,Selesai,J&T,DANA,887510
ORDT70210,CSTM615,"ETWS576 (x1, Rp464550); ETWS229 (x1, Rp499000)",2024-11-11,Selesai,J&T,OVO,963550
ORDT22263,CSTM269,"ETWS273 (x3, Rp499000)",2024-06-03,Selesai,J&T,DANA,1497000
ORDT61154,CSTM491,"ETWS450 (x2, Rp39000); ETWS221 (x3, Rp729000); ETWS145 (x2, Rp399000)",2024-12-01,Selesai,SiCepat,GoPay,3063000
ORDT22947,CSTM222,"ETWS229 (x3, Rp499000); ETWS940 (x2, Rp164500); ETWS835 (x3, Rp170050)",2024-06-30,Selesai,SiCepat,OVO,2336150
ORDT80247,CSTM058,"ETWS416 (x1, Rp616550); ETWS630 (x2, Rp199200)",2024-06-22,Selesai,JNE,DANA,1014950
ORDT63386,CSTM875,"ETWS259 (x1, Rp249000); ETWS212 (x2, Rp199500); ETWS875 (x1, Rp39000)",2024-10-15,Selesai,SiCepat,OVO,687000
ORDT67258,CSTM810,"ETWS225 (x1, Rp399000); ETWS993 (x1, Rp464550)",2025-01-16,Selesai,SiCepat,DANA,863550
ORDT49857,CSTM494,"ETWS085 (x1, Rp349000); ETWS835 (x2, Rp170050); ETWS229 (x1, Rp499000)",2024-09-10,Selesai,JNE,Transfer Bank - BRI,1188100
ORDT87162,CSTM960,"ETWS212 (x2, Rp199500); ETWS085 (x1, Rp349000); ETWS231 (x1, Rp159500)",2024-11-25,Selesai,SiCepat,Transfer Bank - BNI,907500
ORDT70303,CSTM767,"ETWS506 (x2, Rp399000); ETWS671 (x3, Rp74500); ETWS993 (x1, Rp464550)",2025-02-25,Pending,J&T,Transfer Bank - BRI,1486050
ORDT57148,CSTM564,"ETWS115 (x2, Rp569050); ETWS175 (x3, Rp399000); ETWS123 (x1, Rp149000)",2024-05-21,Selesai,SiCepat,Transfer Bank - Mandiri,2484100
ORDT44720,CSTM992,"ETWS261 (x1, Rp85000)",2024-02-15,Selesai,JNE,DANA,85000
ORDT66999,CSTM174,"ETWS630 (x2, Rp199200); ETWS425 (x1, Rp302680)",2024-01-25,Selesai,SiCepat,Transfer Bank - BNI,701080
ORDT50436,CSTM245,"ETWS085 (x3, Rp349000); ETWS194 (x3, Rp5000); ETWS229 (x2, Rp499000)",2024-12-16,Selesai,SiCepat,Transfer Bank - Mandiri,2060000
ORDT30261,CSTM617,"ETWS225 (x2, Rp399000)",2024-05-14,Selesai,J&T,DANA,798000
ORDT59082,CSTM156,"ETWS145 (x3, Rp399000); ETWS401 (x2, Rp551080)",2024-03-30,Selesai,JNE,OVO,2299160
ORDT35008,CSTM726,"ETWS940 (x1, Rp164500)",2024-06-19,Selesai,SiCepat,Transfer Bank - Mandiri,164500
